Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Adm,35,25,10,
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Enr,20,15,5,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,31,21,10,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Adm,19,13,6,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Enr,17,11,6,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,App,38,24,14,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Adm,29,17,12,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Enr,21,11,10,
DEL NORTE COUNTY HIGH SCHOOL50705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,App,17,8,9,
DEL NORTE COUNTY HIGH SCHOOL50705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,Adm,14,5,9,
DEL NORTE COUNTY HIGH SCHOOL50705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,Enr,7,4,3,
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,230,132,98,
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Adm,184,106,78,
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Enr,111,72,39,
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,App,59,27,31,
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,Adm,37,19,18,
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,Enr,14,6,8,
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,App,44,25,19,
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,Adm,29,16,13,
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,Enr,20,11,9,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,App,41,29,12,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,Adm,33,22,11,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,Enr,22,16,6,
DELTA CHARTER HIGH SCHOOL53728,DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,App,5,5,,
DELTA CHARTER HIGH SCHOOL53728,DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,Adm,5,5,,
DELTA CHARTER HIGH SCHOOL53728,DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,Enr,3,3,,
DELTA HIGH SCHOOL50605,DELTA HIGH SCHOOL,Clarksburg,Yolo,App,14,8,6,
DELTA HIGH SCHOOL50605,DELTA HIGH SCHOOL,Clarksburg,Yolo,Adm,6,4,,
DELTA HIGH SCHOOL50605,DELTA HIGH SCHOOL,Clarksburg,Yolo,Enr,4,3,,
DENAIR HIGH SCHOOL50745,DENAIR HIGH SCHOOL,Denair,Stanislaus,App,5,,,
DENAIR HIGH SCHOOL50745,DENAIR HIGH SCHOOL,Denair,Stanislaus,Adm,5,,3,
DENAIR HIGH SCHOOL50745,DENAIR HIGH SCHOOL,Denair,Stanislaus,Enr,4,,,
DESERT HIGH SCHOOL50800,DESERT HIGH SCHOOL,Edwards,Kern,App,16,8,8,
DESERT HIGH SCHOOL50800,DESERT HIGH SCHOOL,Edwards,Kern,Adm,13,7,6,
DESERT HIGH SCHOOL50800,DESERT HIGH SCHOOL,Edwards,Kern,Enr,9,5,4,
DESERT HOT SPRINGS HS50334,DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,App,105,70,34,
DESERT HOT SPRINGS HS50334,DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,Adm,46,31,14,
DESERT HOT SPRINGS HS50334,DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,Enr,24,15,9,
DESERT MIRAGE HIGH SCHOOL54013,DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,App,94,66,28,
DESERT MIRAGE HIGH SCHOOL54013,DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,Adm,57,40,17,
DESERT MIRAGE HIGH SCHOOL54013,DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,Enr,40,30,10,
DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,App,37,15,22,
DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Adm,20,8,12,
DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Enr,9,5,4,
DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,App,448,236,211,
DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Adm,348,184,164,
DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Enr,210,112,98,
DIAMOND RANCH HIGH SCHOOL52516,DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,App,116,62,54,
DIAMOND RANCH HIGH SCHOOL52516,DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,Adm,80,47,33,
DIAMOND RANCH HIGH SCHOOL52516,DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,Enr,50,28,22,
DIEGO RIVERA COMM/TECH SCHOOL54544,DIEGO RIVERA COMM/TECH SCHOOL,Los Angeles,Los Angeles,App,26,11,15,
DIEGO RIVERA COMM/TECH SCHOOL54544,DIEGO RIVERA COMM/TECH SCHOOL,Los Angeles,Los Angeles,Adm,14,8,6,
DIEGO RIVERA COMM/TECH SCHOOL54544,DIEGO RIVERA COMM/TECH SCHOOL,Los Angeles,Los Angeles,Enr,12,7,5,
DINUBA HIGH SCHOOL50750,DINUBA HIGH SCHOOL,Dinuba,Tulare,App,49,32,17,
DINUBA HIGH SCHOOL50750,DINUBA HIGH SCHOOL,Dinuba,Tulare,Adm,31,21,10,
DINUBA HIGH SCHOOL50750,DINUBA HIGH SCHOOL,Dinuba,Tulare,Enr,14,7,7,
DISCOVERY CHARTER PREP SCHOOL52489,DISCOVERY CHARTER PREP SCHOOL,Sylmar,Los Angeles,App,15,13,,
DISCOVERY CHARTER PREP SCHOOL52489,DISCOVERY CHARTER PREP SCHOOL,Sylmar,Los Angeles,Adm,9,7,,
DISCOVERY CHARTER PREP SCHOOL52489,DISCOVERY CHARTER PREP SCHOOL,Sylmar,Los Angeles,Enr,5,5,,
DIXON HIGH SCHOOL50755,DIXON HIGH SCHOOL,Dixon,Solano,App,46,32,14,
DIXON HIGH SCHOOL50755,DIXON HIGH SCHOOL,Dixon,Solano,Adm,31,23,8,
DIXON HIGH SCHOOL50755,DIXON HIGH SCHOOL,Dixon,Solano,Enr,16,11,5,
DOMINGUEZ SENIOR HIGH SCHOOL50652,DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,App,57,41,16,
DOMINGUEZ SENIOR HIGH SCHOOL50652,DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,Adm,24,20,4,
DOMINGUEZ SENIOR HIGH SCHOOL50652,DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,Enr,14,14,,
DON ANTONIO LUGO HIGH SCHOOL50566,DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,App,51,29,22,
DON ANTONIO LUGO HIGH SCHOOL50566,DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,Adm,31,20,11,
DON ANTONIO LUGO HIGH SCHOOL50566,DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,Enr,22,17,5,
DOS PALOS HIGH SCHOOL50765,DOS PALOS HIGH SCHOOL,Dos Palos,Merced,App,15,15,,
DOS PALOS HIGH SCHOOL50765,DOS PALOS HIGH SCHOOL,Dos Palos,Merced,Adm,6,6,,
DOS PALOS HIGH SCHOOL50765,DOS PALOS HIGH SCHOOL,Dos Palos,Merced,Enr,4,4,,
DOS PUEBLOS HIGH SCHOOL53252,DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,App,174,96,78,
DOS PUEBLOS HIGH SCHOOL53252,DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,Adm,114,67,47,
DOS PUEBLOS HIGH SCHOOL53252,DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,Enr,65,32,33,
DOUGHERTY VALLEY HIGH SCHOOL53218,DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,App,403,213,190,
DOUGHERTY VALLEY HIGH SCHOOL53218,DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,Adm,325,171,154,
DOUGHERTY VALLEY HIGH SCHOOL53218,DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,Enr,153,80,73,
DOWNEY HIGH SCHOOL50770,DOWNEY HIGH SCHOOL,Downey,Los Angeles,App,166,103,63,
DOWNEY HIGH SCHOOL50770,DOWNEY HIGH SCHOOL,Downey,Los Angeles,Adm,108,69,39,
DOWNEY HIGH SCHOOL50770,DOWNEY HIGH SCHOOL,Downey,Los Angeles,Enr,62,35,27,
DOWNTOWN COLG PREP EL PRIMERO53164,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,App,41,27,14,
DOWNTOWN COLG PREP EL PRIMERO53164,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,Adm,30,20,10,
DOWNTOWN COLG PREP EL PRIMERO53164,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,Enr,16,11,5,
DOWNTOWN MAGNETS HIGH SCHOOL51576,DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,App,84,52,32,
DOWNTOWN MAGNETS HIGH SCHOOL51576,DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,Adm,56,36,20,
DOWNTOWN MAGNETS HIGH SCHOOL51576,DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,Enr,39,27,12,
DOZIER-LIBBEY MEDICAL HIGH SCH54355,DOZIER-LIBBEY MEDICAL HIGH SCH,Antioch,Contra Costa,App,39,20,19,
DOZIER-LIBBEY MEDICAL HIGH SCH54355,DOZIER-LIBBEY MEDICAL HIGH SCH,Antioch,Contra Costa,Adm,18,11,7,
DOZIER-LIBBEY MEDICAL HIGH SCH54355,DOZIER-LIBBEY MEDICAL HIGH SCH,Antioch,Contra Costa,Enr,15,9,6,
DR MAYA ANGELOU COMMUNITY HS54547,DR MAYA ANGELOU COMMUNITY HS,Los Angeles,Los Angeles,App,24,13,11,
DR MAYA ANGELOU COMMUNITY HS54547,DR MAYA ANGELOU COMMUNITY HS,Los Angeles,Los Angeles,Adm,11,5,6,
DR MAYA ANGELOU COMMUNITY HS54547,DR MAYA ANGELOU COMMUNITY HS,Los Angeles,Los Angeles,Enr,6,3,3,
DR RICHARD VLADOVIC HARBOR ACA53747,DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,App,63,38,25,
DR RICHARD VLADOVIC HARBOR ACA53747,DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,Adm,37,24,13,
DR RICHARD VLADOVIC HARBOR ACA53747,DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,Enr,19,13,6,
DR TJ OWENS GILROY EARLY COLG51228,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,App,35,16,19,
DR TJ OWENS GILROY EARLY COLG51228,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,Adm,18,8,10,
DR TJ OWENS GILROY EARLY COLG51228,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,Enr,9,5,4,
DUARTE HIGH SCHOOL50783,DUARTE HIGH SCHOOL,Duarte,Los Angeles,App,38,18,20,
DUARTE HIGH SCHOOL50783,DUARTE HIGH SCHOOL,Duarte,Los Angeles,Adm,20,10,10,
DUARTE HIGH SCHOOL50783,DUARTE HIGH SCHOOL,Duarte,Los Angeles,Enr,14,5,9,
DUBLIN HIGH SCHOOL50784,DUBLIN HIGH SCHOOL,Dublin,Alameda,App,175,99,76,
DUBLIN HIGH SCHOOL50784,DUBLIN HIGH SCHOOL,Dublin,Alameda,Adm,125,75,50,
DUBLIN HIGH SCHOOL50784,DUBLIN HIGH SCHOOL,Dublin,Alameda,Enr,69,40,29,
DUNCAN POLYTECHNICAL HS50997,DUNCAN POLYTECHNICAL HS,Fresno,Fresno,App,17,10,7,
DUNCAN POLYTECHNICAL HS50997,DUNCAN POLYTECHNICAL HS,Fresno,Fresno,Adm,12,6,6,
DUNCAN POLYTECHNICAL HS50997,DUNCAN POLYTECHNICAL HS,Fresno,Fresno,Enr,4,3,,
DURHAM HIGH SCHOOL50790,DURHAM HIGH SCHOOL,Durham,Butte,App,8,,,
DURHAM HIGH SCHOOL50790,DURHAM HIGH SCHOOL,Durham,Butte,Adm,5,,3,
E3 CIVIC HIGH54723,E3 CIVIC HIGH,San Diego,San Diego,App,15,8,7,
E3 CIVIC HIGH54723,E3 CIVIC HIGH,San Diego,San Diego,Adm,9,5,4,
E3 CIVIC HIGH54723,E3 CIVIC HIGH,San Diego,San Diego,Enr,4,,,
EAGLE ROCK HIGH SCHOOL51580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,App,100,65,34,
EAGLE ROCK HIGH SCHOOL51580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,Adm,66,46,19,
EAGLE ROCK HIGH SCHOOL51580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,Enr,36,24,11,
EARLY COLLEGE HIGH SCHOOL50404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,App,33,18,15,
EARLY COLLEGE HIGH SCHOOL50404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,Adm,25,14,11,
EARLY COLLEGE HIGH SCHOOL50404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,Enr,15,9,6,
EAST BAKERSFIELD HIGH SCHOOL50210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,App,34,28,6,
EAST BAKERSFIELD HIGH SCHOOL50210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Adm,27,21,6,
EAST BAKERSFIELD HIGH SCHOOL50210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Enr,13,11,,
EAST LA PERFORMING ARTS MAGNET54452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,App,28,21,7,
EAST LA PERFORMING ARTS MAGNET54452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,Adm,19,15,4,
EAST LA PERFORMING ARTS MAGNET54452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,Enr,5,4,,
EAST LA RENAISSANCE ACADEMY54450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,App,14,10,,
EAST LA RENAISSANCE ACADEMY54450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,Adm,7,6,,
EAST LA RENAISSANCE ACADEMY54450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,Enr,3,3,,
EAST NICOLAUS HIGH SCHOOL50795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,App,9,7,,
EAST NICOLAUS HIGH SCHOOL50795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,Adm,5,4,,
EAST PALO ALTO ACADEMY52022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,App,14,9,,
EAST PALO ALTO ACADEMY52022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Adm,8,5,3,
EAST PALO ALTO ACADEMY52022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Enr,5,,3,
EAST PALO ALTO PHOENIX ACAD54257,EAST PALO ALTO PHOENIX ACAD,East Palo Alto,San Mateo,App,8,8,,
EAST UNION HIGH SCHOOL51899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,App,40,22,18,
EAST UNION HIGH SCHOOL51899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,Adm,26,17,9,
EAST UNION HIGH SCHOOL51899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,Enr,15,9,6,
EAST VALLEY HIGH SCHOOL54082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,App,16,8,8,
EAST VALLEY HIGH SCHOOL54082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,Adm,5,,4,
EAST VALLEY HIGH SCHOOL54082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,Enr,3,,3,
EAST VILLAGE MIDDLE COLLEGE HS54281,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,App,7,,,
EASTLAKE HIGH SCHOOL50579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,App,195,107,88,
EASTLAKE HIGH SCHOOL50579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,Adm,130,77,53,
EASTLAKE HIGH SCHOOL50579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,Enr,66,38,28,
EASTSIDE HIGH SCHOOL54060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,App,81,59,22,
EASTSIDE HIGH SCHOOL54060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,Adm,59,42,17,
EASTSIDE HIGH SCHOOL54060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,Enr,46,34,12,
EDGEWOOD HIGH SCHOOL54481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,App,35,17,18,
EDGEWOOD HIGH SCHOOL54481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,Adm,25,10,15,
EDGEWOOD HIGH SCHOOL54481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,Enr,15,6,9,
EDISON HIGH SCHOOL50980,EDISON HIGH SCHOOL,Fresno,Fresno,App,93,50,43,
EDISON HIGH SCHOOL50980,EDISON HIGH SCHOOL,Fresno,Fresno,Adm,70,39,31,
EDISON HIGH SCHOOL50980,EDISON HIGH SCHOOL,Fresno,Fresno,Enr,25,13,12,
EDISON HIGH SCHOOL51218,EDISON HIGH SCHOOL,Huntington Beach,Orange,App,120,64,56,
EDISON HIGH SCHOOL51218,EDISON HIGH SCHOOL,Huntington Beach,Orange,Adm,72,41,31,
EDISON HIGH SCHOOL51218,EDISON HIGH SCHOOL,Huntington Beach,Orange,Enr,44,26,18,
EDISON SENIOR HIGH SCHOOL53420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,App,38,26,12,
EDISON SENIOR HIGH SCHOOL53420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,Adm,28,18,10,
EDISON SENIOR HIGH SCHOOL53420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,Enr,15,10,5,
EDWARD C MERLO INSTITUTE54210,EDWARD C MERLO INSTITUTE,Stockton,San Joaquin,App,5,5,,
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,App,54,36,18,
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Adm,38,25,13,
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Enr,14,10,4,
EISENHOWER HIGH SCHOOL52622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,App,72,49,23,
EISENHOWER HIGH SCHOOL52622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,Adm,46,33,13,
EISENHOWER HIGH SCHOOL52622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,Enr,37,26,11,
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,App,35,18,17,
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Adm,22,12,10,
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Enr,9,5,4,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,App,67,46,20,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Adm,43,33,10,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Enr,27,22,5,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,App,135,81,54,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Adm,84,53,31,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Enr,57,34,23,
EL CAMINO HIGH SCHOOL53648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,App,14,11,,
EL CAMINO HIGH SCHOOL53648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,Adm,11,9,,
EL CAMINO HIGH SCHOOL53648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,Enr,5,4,,
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,App,58,27,31,
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,Adm,40,18,22,
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,Enr,23,11,12,
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,App,215,131,84,
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Adm,143,88,55,
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Enr,82,49,33,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,App,26,13,13,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Adm,17,9,8,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Enr,8,3,5,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,App,61,34,27,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Adm,51,29,22,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Enr,32,18,14,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,App,99,61,38,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Adm,76,50,26,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Enr,52,34,18,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,App,61,35,26,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Adm,46,26,20,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Enr,29,13,16,
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,App,73,38,35,
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,Adm,47,25,22,
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,Enr,25,12,13,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,App,27,21,6,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Adm,20,15,5,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Enr,8,4,4,
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,App,72,46,26,
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,Adm,50,31,19,
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,Enr,33,19,14,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,App,20,13,7,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Adm,12,8,4,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Enr,5,4,,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App,117,78,39,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm,80,55,25,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Enr,62,40,22,
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App,122,73,49,
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Adm,72,42,30,
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Enr,45,26,19,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,App,116,72,43,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Adm,67,41,25,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Enr,36,21,15,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App,117,57,59,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Adm,77,42,35,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Enr,48,28,20,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App,200,117,83,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm,159,93,66,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Enr,111,61,50,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,App,50,28,22,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Adm,22,11,11,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Enr,6,3,3,
