Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
SAINT GENEVIEVE HIGH SCHOOL53631,SAINT GENEVIEVE HIGH SCHOOL,Panorama City,Los Angeles,App,64,38,26
SAINT GENEVIEVE HIGH SCHOOL53631,SAINT GENEVIEVE HIGH SCHOOL,Panorama City,Los Angeles,Adm,28,16,12
SAINT GENEVIEVE HIGH SCHOOL53631,SAINT GENEVIEVE HIGH SCHOOL,Panorama City,Los Angeles,Enr,18,12,6
SAINT IGNATIUS COLLEGE PREP SC53010,SAINT IGNATIUS COLLEGE PREP SC,San Francisco,San Francisco,App,235,130,105
SAINT IGNATIUS COLLEGE PREP SC53010,SAINT IGNATIUS COLLEGE PREP SC,San Francisco,San Francisco,Adm,150,91,59
SAINT IGNATIUS COLLEGE PREP SC53010,SAINT IGNATIUS COLLEGE PREP SC,San Francisco,San Francisco,Enr,56,37,19
SAINT JOHN BOSCO HIGH SCHOOL50260,SAINT JOHN BOSCO HIGH SCHOOL,Bellflower,Los Angeles,App,90,,85
SAINT JOHN BOSCO HIGH SCHOOL50260,SAINT JOHN BOSCO HIGH SCHOOL,Bellflower,Los Angeles,Adm,42,,40
SAINT JOHN BOSCO HIGH SCHOOL50260,SAINT JOHN BOSCO HIGH SCHOOL,Bellflower,Los Angeles,Enr,22,,21
SAINT JOSEPH ACADEMY53155,SAINT JOSEPH ACADEMY,San Marcos,San Diego,Adm,3,3,
SAINT JOSEPH HIGH SCHOOL51349,SAINT JOSEPH HIGH SCHOOL,Lakewood,Los Angeles,App,45,45,
SAINT JOSEPH HIGH SCHOOL51349,SAINT JOSEPH HIGH SCHOOL,Lakewood,Los Angeles,Adm,22,22,
SAINT JOSEPH HIGH SCHOOL51349,SAINT JOSEPH HIGH SCHOOL,Lakewood,Los Angeles,Enr,11,11,
SAINT JOSEPH HIGH SCHOOL53304,SAINT JOSEPH HIGH SCHOOL,Santa Maria,Santa Barbara,App,32,13,18
SAINT JOSEPH HIGH SCHOOL53304,SAINT JOSEPH HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,15,6,8
SAINT JOSEPH-NOTRE DAME HS50020,SAINT JOSEPH-NOTRE DAME HS,Alameda,Alameda,App,50,34,16
SAINT JOSEPH-NOTRE DAME HS50020,SAINT JOSEPH-NOTRE DAME HS,Alameda,Alameda,Adm,32,22,10
SAINT JOSEPH-NOTRE DAME HS50020,SAINT JOSEPH-NOTRE DAME HS,Alameda,Alameda,Enr,19,12,7
SAINT LUCYS PRIORY HIGH SCHOOL51075,SAINT LUCYS PRIORY HIGH SCHOOL,Glendora,Los Angeles,App,76,75,
SAINT LUCYS PRIORY HIGH SCHOOL51075,SAINT LUCYS PRIORY HIGH SCHOOL,Glendora,Los Angeles,Adm,55,55,
SAINT LUCYS PRIORY HIGH SCHOOL51075,SAINT LUCYS PRIORY HIGH SCHOOL,Glendora,Los Angeles,Enr,23,23,
SAINT MARGARETS EPISCOPAL SCH53112,SAINT MARGARETS EPISCOPAL SCH,San Juan Capistrano,Orange,App,62,31,31
SAINT MARGARETS EPISCOPAL SCH53112,SAINT MARGARETS EPISCOPAL SCH,San Juan Capistrano,Orange,Adm,38,23,15
SAINT MARGARETS EPISCOPAL SCH53112,SAINT MARGARETS EPISCOPAL SCH,San Juan Capistrano,Orange,Enr,14,10,4
SAINT MARYS ACADEMY51780,SAINT MARYS ACADEMY,Inglewood,Los Angeles,App,18,17,
SAINT MARYS ACADEMY51780,SAINT MARYS ACADEMY,Inglewood,Los Angeles,Adm,6,6,
SAINT MARYS ACADEMY51780,SAINT MARYS ACADEMY,Inglewood,Los Angeles,Enr,6,6,
SAINT MARYS COLLEGE HS50310,SAINT MARYS COLLEGE HS,Berkeley,Alameda,App,98,54,42
SAINT MARYS COLLEGE HS50310,SAINT MARYS COLLEGE HS,Berkeley,Alameda,Adm,68,37,30
SAINT MARYS COLLEGE HS50310,SAINT MARYS COLLEGE HS,Berkeley,Alameda,Enr,29,17,12
SAINT MARYS HIGH SCHOOL53435,SAINT MARYS HIGH SCHOOL,Stockton,San Joaquin,App,77,47,30
SAINT MARYS HIGH SCHOOL53435,SAINT MARYS HIGH SCHOOL,Stockton,San Joaquin,Adm,39,23,16
SAINT MARYS HIGH SCHOOL53435,SAINT MARYS HIGH SCHOOL,Stockton,San Joaquin,Enr,19,13,6
SAINT MONICA CATHOLIC HS53310,SAINT MONICA CATHOLIC HS,Santa Monica,Los Angeles,App,52,20,32
SAINT MONICA CATHOLIC HS53310,SAINT MONICA CATHOLIC HS,Santa Monica,Los Angeles,Adm,21,11,10
SAINT MONICA CATHOLIC HS53310,SAINT MONICA CATHOLIC HS,Santa Monica,Los Angeles,Enr,9,4,5
SAINT PATRICK-SAINT VINCENT HS53604,SAINT PATRICK-SAINT VINCENT HS,Vallejo,Solano,App,44,20,24
SAINT PATRICK-SAINT VINCENT HS53604,SAINT PATRICK-SAINT VINCENT HS,Vallejo,Solano,Adm,19,8,11
SAINT PATRICK-SAINT VINCENT HS53604,SAINT PATRICK-SAINT VINCENT HS,Vallejo,Solano,Enr,12,3,9
SAINT PAUL HIGH SCHOOL53761,SAINT PAUL HIGH SCHOOL,Santa Fe Springs,Los Angeles,App,46,27,19
SAINT PAUL HIGH SCHOOL53761,SAINT PAUL HIGH SCHOOL,Santa Fe Springs,Los Angeles,Adm,19,14,5
SAINT PAUL HIGH SCHOOL53761,SAINT PAUL HIGH SCHOOL,Santa Fe Springs,Los Angeles,Enr,12,9,3
SAINT PIUS X-ST MATTHIAS ACDMY51232,SAINT PIUS X-ST MATTHIAS ACDMY,Downey,Los Angeles,App,26,15,11
SAINT PIUS X-ST MATTHIAS ACDMY51232,SAINT PIUS X-ST MATTHIAS ACDMY,Downey,Los Angeles,Adm,18,12,6
SAINT PIUS X-ST MATTHIAS ACDMY51232,SAINT PIUS X-ST MATTHIAS ACDMY,Downey,Los Angeles,Enr,7,6,
SAINT VINCENT DE PAUL HIGH SCH52455,SAINT VINCENT DE PAUL HIGH SCH,Petaluma,Sonoma,App,24,18,6
SAINT VINCENT DE PAUL HIGH SCH52455,SAINT VINCENT DE PAUL HIGH SCH,Petaluma,Sonoma,Adm,9,7,
SAINT VINCENT DE PAUL HIGH SCH52455,SAINT VINCENT DE PAUL HIGH SCH,Petaluma,Sonoma,Enr,3,3,
SALESIAN COLLEGE PREPARATORY52637,SALESIAN COLLEGE PREPARATORY,Richmond,Contra Costa,App,40,23,17
SALESIAN COLLEGE PREPARATORY52637,SALESIAN COLLEGE PREPARATORY,Richmond,Contra Costa,Adm,25,15,10
SALESIAN COLLEGE PREPARATORY52637,SALESIAN COLLEGE PREPARATORY,Richmond,Contra Costa,Enr,14,6,8
SAN DIEGO JEWISH ACADEMY52946,SAN DIEGO JEWISH ACADEMY,San Diego,San Diego,App,33,19,12
SAN DIEGO JEWISH ACADEMY52946,SAN DIEGO JEWISH ACADEMY,San Diego,San Diego,Adm,19,12,5
SAN DIEGO JEWISH ACADEMY52946,SAN DIEGO JEWISH ACADEMY,San Diego,San Diego,Enr,7,5,
SAN DOMENICO SCHOOL53205,SAN DOMENICO SCHOOL,San Anselmo,Marin,App,38,37,
SAN DOMENICO SCHOOL53205,SAN DOMENICO SCHOOL,San Anselmo,Marin,Adm,33,32,
SAN DOMENICO SCHOOL53205,SAN DOMENICO SCHOOL,San Anselmo,Marin,Enr,7,7,
SAN FERNANDO VALLEY ACADEMY52151,SAN FERNANDO VALLEY ACADEMY,Northridge,Los Angeles,App,7,,
SAN FERNANDO VALLEY ACADEMY52151,SAN FERNANDO VALLEY ACADEMY,Northridge,Los Angeles,Adm,5,3,
SAN FERNANDO VALLEY ACADEMY52151,SAN FERNANDO VALLEY ACADEMY,Northridge,Los Angeles,Enr,4,,
SAN FRANCISCO CHRISTIAN SCHOOL53038,SAN FRANCISCO CHRISTIAN SCHOOL,San Francisco,San Francisco,App,8,,5
SAN FRANCISCO CHRISTIAN SCHOOL53038,SAN FRANCISCO CHRISTIAN SCHOOL,San Francisco,San Francisco,Adm,6,3,3
SAN FRANCISCO CHRISTIAN SCHOOL53038,SAN FRANCISCO CHRISTIAN SCHOOL,San Francisco,San Francisco,Enr,4,,
SAN FRANCISCO UNIVERSITY HS53039,SAN FRANCISCO UNIVERSITY HS,San Francisco,San Francisco,App,55,28,26
SAN FRANCISCO UNIVERSITY HS53039,SAN FRANCISCO UNIVERSITY HS,San Francisco,San Francisco,Adm,38,21,16
SAN FRANCISCO UNIVERSITY HS53039,SAN FRANCISCO UNIVERSITY HS,San Francisco,San Francisco,Enr,9,6,3
SAN FRANCISCO WALDORF HS53027,SAN FRANCISCO WALDORF HS,San Francisco,San Francisco,App,18,7,9
SAN FRANCISCO WALDORF HS53027,SAN FRANCISCO WALDORF HS,San Francisco,San Francisco,Adm,9,6,3
SAN FRANCISCO WALDORF HS53027,SAN FRANCISCO WALDORF HS,San Francisco,San Francisco,Enr,3,,
SAN GABRIEL ACADEMY53054,SAN GABRIEL ACADEMY,San Gabriel,Los Angeles,App,13,7,6
SAN GABRIEL ACADEMY53054,SAN GABRIEL ACADEMY,San Gabriel,Los Angeles,Adm,11,7,4
SAN GABRIEL ACADEMY53054,SAN GABRIEL ACADEMY,San Gabriel,Los Angeles,Enr,6,,4
SAN GABRIEL MISSION HIGH SCH53061,SAN GABRIEL MISSION HIGH SCH,San Gabriel,Los Angeles,App,39,38,
SAN GABRIEL MISSION HIGH SCH53061,SAN GABRIEL MISSION HIGH SCH,San Gabriel,Los Angeles,Adm,21,20,
SAN GABRIEL MISSION HIGH SCH53061,SAN GABRIEL MISSION HIGH SCH,San Gabriel,Los Angeles,Enr,10,9,
SAN JOAQUIN MEMORIAL HS50990,SAN JOAQUIN MEMORIAL HS,Fresno,Fresno,App,60,22,36
SAN JOAQUIN MEMORIAL HS50990,SAN JOAQUIN MEMORIAL HS,Fresno,Fresno,Adm,41,11,28
SAN JOAQUIN MEMORIAL HS50990,SAN JOAQUIN MEMORIAL HS,Fresno,Fresno,Enr,21,6,15
SANTA CATALINA SCHOOL52045,SANTA CATALINA SCHOOL,Monterey,Monterey,App,35,34,
SANTA CATALINA SCHOOL52045,SANTA CATALINA SCHOOL,Monterey,Monterey,Adm,19,18,
SANTA CATALINA SCHOOL52045,SANTA CATALINA SCHOOL,Monterey,Monterey,Enr,3,3,
SANTA CLARA HIGH SCHOOL52300,SANTA CLARA HIGH SCHOOL,Oxnard,Ventura,App,11,,7
SANTA CLARA HIGH SCHOOL52300,SANTA CLARA HIGH SCHOOL,Oxnard,Ventura,Adm,7,3,4
SANTA CLARA HIGH SCHOOL52300,SANTA CLARA HIGH SCHOOL,Oxnard,Ventura,Enr,7,3,4
SANTA CLARITA CHRISTIAN SCHOOL50469,SANTA CLARITA CHRISTIAN SCHOOL,Santa Clarita,Los Angeles,App,6,5,
SANTA CLARITA CHRISTIAN SCHOOL50469,SANTA CLARITA CHRISTIAN SCHOOL,Santa Clarita,Los Angeles,Adm,4,3,
SANTA CLARITA CHRISTIAN SCHOOL50469,SANTA CLARITA CHRISTIAN SCHOOL,Santa Clarita,Los Angeles,Enr,3,,
SANTA FE CHRISTIAN SCHOOL52741,SANTA FE CHRISTIAN SCHOOL,Solana Beach,San Diego,App,48,23,24
SANTA FE CHRISTIAN SCHOOL52741,SANTA FE CHRISTIAN SCHOOL,Solana Beach,San Diego,Adm,29,15,14
SANTA FE CHRISTIAN SCHOOL52741,SANTA FE CHRISTIAN SCHOOL,Solana Beach,San Diego,Enr,15,8,7
SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,App,185,96,88
SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,Adm,118,61,57
SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,Enr,43,20,23
SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,App,67,,67
SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,Adm,37,,37
SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,Enr,14,,14
SHALHEVET HIGH SCHOOL51792,SHALHEVET HIGH SCHOOL,Los Angeles,Los Angeles,App,31,17,14
SHALHEVET HIGH SCHOOL51792,SHALHEVET HIGH SCHOOL,Los Angeles,Los Angeles,Adm,18,8,10
SHALHEVET HIGH SCHOOL51792,SHALHEVET HIGH SCHOOL,Los Angeles,Los Angeles,Enr,5,,3
SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,App,56,25,31
SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Adm,36,19,17
SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,Enr,11,5,6
SONOMA ACADEMY53626,SONOMA ACADEMY,Santa Rosa,Sonoma,App,46,22,24
SONOMA ACADEMY53626,SONOMA ACADEMY,Santa Rosa,Sonoma,Adm,26,15,11
SONOMA ACADEMY53626,SONOMA ACADEMY,Santa Rosa,Sonoma,Enr,6,3,3
SOUTH HILLS ACADEMY54877,SOUTH HILLS ACADEMY,West Covina,Los Angeles,App,9,,6
SOUTH HILLS ACADEMY54877,SOUTH HILLS ACADEMY,West Covina,Los Angeles,Adm,6,,4
SOUTH HILLS ACADEMY54877,SOUTH HILLS ACADEMY,West Covina,Los Angeles,Enr,3,,
SOUTHLANDS CHRISTIAN HS53681,SOUTHLANDS CHRISTIAN HS,Walnut,Los Angeles,App,65,38,27
SOUTHLANDS CHRISTIAN HS53681,SOUTHLANDS CHRISTIAN HS,Walnut,Los Angeles,Adm,50,28,22
SOUTHLANDS CHRISTIAN HS53681,SOUTHLANDS CHRISTIAN HS,Walnut,Los Angeles,Enr,30,15,15
SOUTHWESTERN ACADEMY53161,SOUTHWESTERN ACADEMY,San Marino,Los Angeles,App,34,16,17
SOUTHWESTERN ACADEMY53161,SOUTHWESTERN ACADEMY,San Marino,Los Angeles,Adm,25,12,13
SOUTHWESTERN ACADEMY53161,SOUTHWESTERN ACADEMY,San Marino,Los Angeles,Enr,11,6,5
SPIRIT ACADEMY53851,SPIRIT ACADEMY,Tustin,Orange,Adm,3,,
SQUAW VALLEY ACADEMY-BAY AREA50269,SQUAW VALLEY ACADEMY-BAY AREA,Livermore,Alameda,App,7,,
SQUAW VALLEY ACADEMY-BAY AREA50269,SQUAW VALLEY ACADEMY-BAY AREA,Livermore,Alameda,Adm,3,3,
ST BERNARDS CATHOLIC HS50898,ST BERNARDS CATHOLIC HS,Eureka,Humboldt,App,12,6,6
ST BERNARDS CATHOLIC HS50898,ST BERNARDS CATHOLIC HS,Eureka,Humboldt,Adm,10,5,5
ST BERNARDS CATHOLIC HS50898,ST BERNARDS CATHOLIC HS,Eureka,Humboldt,Enr,3,3,
ST FRANCIS HS SALESIAN COL PREP53716,ST FRANCIS HS SALESIAN COL PREP,Watsonville,Santa Cruz,App,26,19,7
ST FRANCIS HS SALESIAN COL PREP53716,ST FRANCIS HS SALESIAN COL PREP,Watsonville,Santa Cruz,Adm,12,10,
ST FRANCIS HS SALESIAN COL PREP53716,ST FRANCIS HS SALESIAN COL PREP,Watsonville,Santa Cruz,Enr,3,3,
ST MONICA ACADEMY53866,ST MONICA ACADEMY,Pasadena,Los Angeles,App,5,,
STANFORD ONLINE HIGH SCHOOL54127,STANFORD ONLINE HIGH SCHOOL,Redwood City,San Mateo,App,29,20,9
STANFORD ONLINE HIGH SCHOOL54127,STANFORD ONLINE HIGH SCHOOL,Redwood City,San Mateo,Adm,20,14,6
STANFORD ONLINE HIGH SCHOOL54127,STANFORD ONLINE HIGH SCHOOL,Redwood City,San Mateo,Enr,10,9,
STUART HALL HIGH SCHOOL53029,STUART HALL HIGH SCHOOL,San Francisco,San Francisco,App,39,,38
STUART HALL HIGH SCHOOL53029,STUART HALL HIGH SCHOOL,San Francisco,San Francisco,Adm,16,,16
STUART HALL HIGH SCHOOL53029,STUART HALL HIGH SCHOOL,San Francisco,San Francisco,Enr,9,,9
SUMMERFIELD WALDORF SCHOOL53349,SUMMERFIELD WALDORF SCHOOL,Santa Rosa,Sonoma,App,8,6,
SUMMERFIELD WALDORF SCHOOL53349,SUMMERFIELD WALDORF SCHOOL,Santa Rosa,Sonoma,Adm,3,,
SUMMERFIELD WALDORF SCHOOL53349,SUMMERFIELD WALDORF SCHOOL,Santa Rosa,Sonoma,Enr,3,,
TARBUT V TORAH CMNTY DAY SCHL51269,TARBUT V TORAH CMNTY DAY SCHL,Irvine,Orange,App,22,12,9
TARBUT V TORAH CMNTY DAY SCHL51269,TARBUT V TORAH CMNTY DAY SCHL,Irvine,Orange,Adm,17,9,7
TARBUT V TORAH CMNTY DAY SCHL51269,TARBUT V TORAH CMNTY DAY SCHL,Irvine,Orange,Enr,7,4,3
THACHER SCHOOL THE52265,THACHER SCHOOL THE,Ojai,Ventura,App,34,16,17
THACHER SCHOOL THE52265,THACHER SCHOOL THE,Ojai,Ventura,Adm,22,11,10
THACHER SCHOOL THE52265,THACHER SCHOOL THE,Ojai,Ventura,Enr,6,3,
THE KINGS ACADEMY51514,THE KINGS ACADEMY,Sunnyvale,Santa Clara,App,73,36,37
THE KINGS ACADEMY51514,THE KINGS ACADEMY,Sunnyvale,Santa Clara,Adm,44,25,19
THE KINGS ACADEMY51514,THE KINGS ACADEMY,Sunnyvale,Santa Clara,Enr,18,9,9
TILDEN PREPARATORY SCHOOL54164,TILDEN PREPARATORY SCHOOL,Albany,Alameda,App,7,,5
TILDEN PREPARATORY SCHOOL54164,TILDEN PREPARATORY SCHOOL,Albany,Alameda,Adm,7,,5
TILDEN PREPARATORY SCHOOL54164,TILDEN PREPARATORY SCHOOL,Albany,Alameda,Enr,4,,3
TRI CITY CHRISTIAN SCHOOL53669,TRI CITY CHRISTIAN SCHOOL,Vista,San Diego,App,15,10,5
TRI CITY CHRISTIAN SCHOOL53669,TRI CITY CHRISTIAN SCHOOL,Vista,San Diego,Adm,12,9,3
TRI CITY CHRISTIAN SCHOOL53669,TRI CITY CHRISTIAN SCHOOL,Vista,San Diego,Enr,4,3,
TRINITY CLASSICAL ACADEMY54284,TRINITY CLASSICAL ACADEMY,Valencia,Los Angeles,App,14,6,8
TRINITY CLASSICAL ACADEMY54284,TRINITY CLASSICAL ACADEMY,Valencia,Los Angeles,Adm,10,4,6
TRINITY CLASSICAL ACADEMY54284,TRINITY CLASSICAL ACADEMY,Valencia,Los Angeles,Enr,5,,3
TURLOCK CHRISTIAN HS53564,TURLOCK CHRISTIAN HS,Turlock,Stanislaus,App,10,7,
TURLOCK CHRISTIAN HS53564,TURLOCK CHRISTIAN HS,Turlock,Stanislaus,Adm,7,5,
UPLAND CHRISTIAN ACADEMY54356,UPLAND CHRISTIAN ACADEMY,Rancho Cucamonga,San Bernardino,App,28,18,10
UPLAND CHRISTIAN ACADEMY54356,UPLAND CHRISTIAN ACADEMY,Rancho Cucamonga,San Bernardino,Adm,20,15,5
UPLAND CHRISTIAN ACADEMY54356,UPLAND CHRISTIAN ACADEMY,Rancho Cucamonga,San Bernardino,Enr,10,5,5
URBAN SCHOOL OF SAN FRANCISCO53048,URBAN SCHOOL OF SAN FRANCISCO,San Francisco,San Francisco,App,59,29,29
URBAN SCHOOL OF SAN FRANCISCO53048,URBAN SCHOOL OF SAN FRANCISCO,San Francisco,San Francisco,Adm,33,14,19
URBAN SCHOOL OF SAN FRANCISCO53048,URBAN SCHOOL OF SAN FRANCISCO,San Francisco,San Francisco,Enr,7,4,3
VACAVILLE CHRISTIAN HIGH SCHL53593,VACAVILLE CHRISTIAN HIGH SCHL,Vacaville,Solano,App,24,13,11
VACAVILLE CHRISTIAN HIGH SCHL53593,VACAVILLE CHRISTIAN HIGH SCHL,Vacaville,Solano,Adm,19,11,8
VACAVILLE CHRISTIAN HIGH SCHL53593,VACAVILLE CHRISTIAN HIGH SCHL,Vacaville,Solano,Enr,6,,4
VALLEY CHRISTIAN HIGH SCHOOL50157,VALLEY CHRISTIAN HIGH SCHOOL,Cerritos,Los Angeles,App,44,26,18
VALLEY CHRISTIAN HIGH SCHOOL50157,VALLEY CHRISTIAN HIGH SCHOOL,Cerritos,Los Angeles,Adm,26,13,13
VALLEY CHRISTIAN HIGH SCHOOL50157,VALLEY CHRISTIAN HIGH SCHOOL,Cerritos,Los Angeles,Enr,11,6,5
VALLEY CHRISTIAN HIGH SCHOOL50787,VALLEY CHRISTIAN HIGH SCHOOL,Dublin,Alameda,App,22,10,12
VALLEY CHRISTIAN HIGH SCHOOL50787,VALLEY CHRISTIAN HIGH SCHOOL,Dublin,Alameda,Adm,17,8,9
VALLEY CHRISTIAN HIGH SCHOOL50787,VALLEY CHRISTIAN HIGH SCHOOL,Dublin,Alameda,Enr,10,5,5
VALLEY CHRISTIAN HIGH SCHOOL53338,VALLEY CHRISTIAN HIGH SCHOOL,San Jose,Santa Clara,App,187,94,90
VALLEY CHRISTIAN HIGH SCHOOL53338,VALLEY CHRISTIAN HIGH SCHOOL,San Jose,Santa Clara,Adm,115,65,48
VALLEY CHRISTIAN HIGH SCHOOL53338,VALLEY CHRISTIAN HIGH SCHOOL,San Jose,Santa Clara,Enr,35,18,17
VALLEY INTERNATIONAL ACADEMY53206,VALLEY INTERNATIONAL ACADEMY,Saratoga,Santa Clara,Adm,3,,
VALLEY TORAH HIGH SCHOOL52136,VALLEY TORAH HIGH SCHOOL,North Hollywood,Los Angeles,App,12,,9
VALLEY TORAH HIGH SCHOOL52136,VALLEY TORAH HIGH SCHOOL,North Hollywood,Los Angeles,Adm,10,,8
VERBUM DEI HIGH SCHOOL51829,VERBUM DEI HIGH SCHOOL,Los Angeles,Los Angeles,App,27,,27
VERBUM DEI HIGH SCHOOL51829,VERBUM DEI HIGH SCHOOL,Los Angeles,Los Angeles,Adm,10,,10
VERBUM DEI HIGH SCHOOL51829,VERBUM DEI HIGH SCHOOL,Los Angeles,Los Angeles,Enr,4,,4
VICTORY CHRISTIAN ACADEMY51339,VICTORY CHRISTIAN ACADEMY,Chula Vista,San Diego,App,8,5,
VICTORY CHRISTIAN ACADEMY51339,VICTORY CHRISTIAN ACADEMY,Chula Vista,San Diego,Adm,5,3,
VICTORY CHRISTIAN ACADEMY51339,VICTORY CHRISTIAN ACADEMY,Chula Vista,San Diego,Enr,3,,
VIEWPOINT SCHOOL50423,VIEWPOINT SCHOOL,Calabasas,Los Angeles,App,75,37,38
VIEWPOINT SCHOOL50423,VIEWPOINT SCHOOL,Calabasas,Los Angeles,Adm,45,23,22
VIEWPOINT SCHOOL50423,VIEWPOINT SCHOOL,Calabasas,Los Angeles,Enr,12,10,
VILLAGE CHRISTIAN HIGH SCHOOL53468,VILLAGE CHRISTIAN HIGH SCHOOL,Sun Valley,Los Angeles,App,39,19,20
VILLAGE CHRISTIAN HIGH SCHOOL53468,VILLAGE CHRISTIAN HIGH SCHOOL,Sun Valley,Los Angeles,Adm,24,11,13
VILLAGE CHRISTIAN HIGH SCHOOL53468,VILLAGE CHRISTIAN HIGH SCHOOL,Sun Valley,Los Angeles,Enr,10,,8
VILLANOVA PREPARATORY SCHOOL52270,VILLANOVA PREPARATORY SCHOOL,Ojai,Ventura,App,54,22,31
VILLANOVA PREPARATORY SCHOOL52270,VILLANOVA PREPARATORY SCHOOL,Ojai,Ventura,Adm,29,12,17
VILLANOVA PREPARATORY SCHOOL52270,VILLANOVA PREPARATORY SCHOOL,Ojai,Ventura,Enr,12,6,6
VINCENT MEMORIAL CATHOLIC HS50420,VINCENT MEMORIAL CATHOLIC HS,Calexico,Imperial,App,27,14,13
VINCENT MEMORIAL CATHOLIC HS50420,VINCENT MEMORIAL CATHOLIC HS,Calexico,Imperial,Adm,11,5,6
VINCENT MEMORIAL CATHOLIC HS50420,VINCENT MEMORIAL CATHOLIC HS,Calexico,Imperial,Enr,6,,4
VISTAMAR SCHOOL53973,VISTAMAR SCHOOL,El Segundo,Los Angeles,App,43,24,19
VISTAMAR SCHOOL53973,VISTAMAR SCHOOL,El Segundo,Los Angeles,Adm,25,13,12
VISTAMAR SCHOOL53973,VISTAMAR SCHOOL,El Segundo,Los Angeles,Enr,12,6,6
VIVIAN WEBB SCHOOL50599,VIVIAN WEBB SCHOOL,Claremont,Los Angeles,App,44,43,
VIVIAN WEBB SCHOOL50599,VIVIAN WEBB SCHOOL,Claremont,Los Angeles,Adm,30,29,
VIVIAN WEBB SCHOOL50599,VIVIAN WEBB SCHOOL,Claremont,Los Angeles,Enr,4,3,
WALDORF SCH/THE PENINSULA HS54183,WALDORF SCH/THE PENINSULA HS,Mountain View,Santa Clara,App,6,5,
WALDORF SCH/THE PENINSULA HS54183,WALDORF SCH/THE PENINSULA HS,Mountain View,Santa Clara,Adm,5,5,
WALDORF SCHOOL OF SAN DIEGO HS54494,WALDORF SCHOOL OF SAN DIEGO HS,San Diego,San Diego,App,5,,
WALDORF SCHOOL OF SAN DIEGO HS54494,WALDORF SCHOOL OF SAN DIEGO HS,San Diego,San Diego,Adm,3,,
WALDORF SCHOOL ORANGE CNTY HS50559,WALDORF SCHOOL ORANGE CNTY HS,Costa Mesa,Orange,App,7,5,
WALDORF SCHOOL ORANGE CNTY HS50559,WALDORF SCHOOL ORANGE CNTY HS,Costa Mesa,Orange,Adm,5,4,
WAVERLY SCHOOL52419,WAVERLY SCHOOL,Pasadena,Los Angeles,App,14,6,8
WAVERLY SCHOOL52419,WAVERLY SCHOOL,Pasadena,Los Angeles,Adm,10,5,5
WAVERLY SCHOOL52419,WAVERLY SCHOOL,Pasadena,Los Angeles,Enr,3,,
WEBB SCHOOL OF CALIFORNIA50600,WEBB SCHOOL OF CALIFORNIA,Claremont,Los Angeles,App,45,,44
WEBB SCHOOL OF CALIFORNIA50600,WEBB SCHOOL OF CALIFORNIA,Claremont,Los Angeles,Adm,34,,33
WEBB SCHOOL OF CALIFORNIA50600,WEBB SCHOOL OF CALIFORNIA,Claremont,Los Angeles,Enr,7,,7
WEST HOLLYWOOD COLLEGE PREP54094,WEST HOLLYWOOD COLLEGE PREP,West Hollywood,Los Angeles,Adm,3,,
WESTERN CHRISTIAN HIGH SCHOOL53582,WESTERN CHRISTIAN HIGH SCHOOL,Upland,San Bernardino,App,22,13,9
WESTERN CHRISTIAN HIGH SCHOOL53582,WESTERN CHRISTIAN HIGH SCHOOL,Upland,San Bernardino,Adm,12,7,5
WESTERN CHRISTIAN HIGH SCHOOL53582,WESTERN CHRISTIAN HIGH SCHOOL,Upland,San Bernardino,Enr,7,4,3
WESTERN CHRISTIAN SCHOOLS53585,WESTERN CHRISTIAN SCHOOLS,Upland,San Bernardino,App,18,8,10
WESTERN CHRISTIAN SCHOOLS53585,WESTERN CHRISTIAN SCHOOLS,Upland,San Bernardino,Adm,9,4,5
WESTERN CHRISTIAN SCHOOLS53585,WESTERN CHRISTIAN SCHOOLS,Upland,San Bernardino,Enr,5,3,
WESTRIDGE SCHOOL FOR GIRLS52420,WESTRIDGE SCHOOL FOR GIRLS,Pasadena,Los Angeles,App,54,53,
WESTRIDGE SCHOOL FOR GIRLS52420,WESTRIDGE SCHOOL FOR GIRLS,Pasadena,Los Angeles,Adm,37,37,
WESTRIDGE SCHOOL FOR GIRLS52420,WESTRIDGE SCHOOL FOR GIRLS,Pasadena,Los Angeles,Enr,7,7,
WHITTIER CHRISTIAN HIGH SCHOOL53763,WHITTIER CHRISTIAN HIGH SCHOOL,La Habra,Orange,App,47,23,24
WHITTIER CHRISTIAN HIGH SCHOOL53763,WHITTIER CHRISTIAN HIGH SCHOOL,La Habra,Orange,Adm,31,17,14
