Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Adm,42,,41
DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Enr,16,,15
DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,App,29,19,10
DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,Adm,20,13,7
DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,Enr,9,6,3
DESERT CHRISTIAN ACADEMY52316,DESERT CHRISTIAN ACADEMY,Bermuda Dunes,Riverside,App,6,,
DESERT CHRISTIAN ACADEMY52316,DESERT CHRISTIAN ACADEMY,Bermuda Dunes,Riverside,Adm,4,,
DESERT CHRISTIAN HIGH SCHOOL51389,DESERT CHRISTIAN HIGH SCHOOL,Lancaster,Los Angeles,App,6,,
DESERT CHRISTIAN HIGH SCHOOL51389,DESERT CHRISTIAN HIGH SCHOOL,Lancaster,Los Angeles,Adm,3,,
DEVELOPING VIRTUE SEC SCHOOL53483,DEVELOPING VIRTUE SEC SCHOOL,Talmage,Mendocino,App,7,,
DEVELOPING VIRTUE SEC SCHOOL53483,DEVELOPING VIRTUE SEC SCHOOL,Talmage,Mendocino,Adm,6,,4
DON BOSCO TECHNICAL INSTITUTE53053,DON BOSCO TECHNICAL INSTITUTE,Rosemead,Los Angeles,App,49,,49
DON BOSCO TECHNICAL INSTITUTE53053,DON BOSCO TECHNICAL INSTITUTE,Rosemead,Los Angeles,Adm,27,,27
DON BOSCO TECHNICAL INSTITUTE53053,DON BOSCO TECHNICAL INSTITUTE,Rosemead,Los Angeles,Enr,10,,10
DREW SCHOOL52940,DREW SCHOOL,San Francisco,San Francisco,App,39,20,19
DREW SCHOOL52940,DREW SCHOOL,San Francisco,San Francisco,Adm,28,13,15
DREW SCHOOL52940,DREW SCHOOL,San Francisco,San Francisco,Enr,12,5,7
DUNN SCHOOL51863,DUNN SCHOOL,Los Olivos,Santa Barbara,App,13,7,6
DUNN SCHOOL51863,DUNN SCHOOL,Los Olivos,Santa Barbara,Adm,10,5,5
DUNN SCHOOL51863,DUNN SCHOOL,Los Olivos,Santa Barbara,Enr,5,3,
EASTSIDE COLLEGE PREP SCHOOL50791,EASTSIDE COLLEGE PREP SCHOOL,East Palo Alto,San Mateo,App,40,23,17
EASTSIDE COLLEGE PREP SCHOOL50791,EASTSIDE COLLEGE PREP SCHOOL,East Palo Alto,San Mateo,Adm,32,18,14
EASTSIDE COLLEGE PREP SCHOOL50791,EASTSIDE COLLEGE PREP SCHOOL,East Palo Alto,San Mateo,Enr,22,13,9
ELDORADO EMERSON PRIVATE SCH52277,ELDORADO EMERSON PRIVATE SCH,Orange,Orange,App,5,,
ELDORADO EMERSON PRIVATE SCH52277,ELDORADO EMERSON PRIVATE SCH,Orange,Orange,Adm,4,,3
ELDORADO EMERSON PRIVATE SCH52277,ELDORADO EMERSON PRIVATE SCH,Orange,Orange,Enr,4,,3
EPISCOPAL SCHOOL LOS ANGELES54718,EPISCOPAL SCHOOL LOS ANGELES,Los Angeles,Los Angeles,App,8,5,
EPISCOPAL SCHOOL LOS ANGELES54718,EPISCOPAL SCHOOL LOS ANGELES,Los Angeles,Los Angeles,Adm,5,4,
EXCELSIOR SCHOOL51584,EXCELSIOR SCHOOL,Arcadia,Los Angeles,App,6,,
EXCELSIOR SCHOOL51584,EXCELSIOR SCHOOL,Arcadia,Los Angeles,Adm,5,,3
EXCELSIOR SCHOOL51584,EXCELSIOR SCHOOL,Arcadia,Los Angeles,Enr,4,,
FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,App,101,44,57
FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Adm,81,37,44
FAIRMONT PREPARATORY ACADEMY50103,FAIRMONT PREPARATORY ACADEMY,Anaheim,Orange,Enr,33,16,17
FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,App,17,10,7
FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,Adm,8,5,3
FAITH BAPTIST SCHOOLS50467,FAITH BAPTIST SCHOOLS,Canoga Park,Los Angeles,Enr,3,,
FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,App,71,32,39
FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Adm,45,24,21
FLINTRIDGE PREPARATORY SCHOOL52375,FLINTRIDGE PREPARATORY SCHOOL,La Canada,Los Angeles,Enr,12,6,6
FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,App,63,63,
FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Adm,47,47,
FLINTRIDGE SACRED HEART ACAD52380,FLINTRIDGE SACRED HEART ACAD,La Canada,Los Angeles,Enr,20,20,
FOREST LAKE CHRISTIAN SCHOOL50173,FOREST LAKE CHRISTIAN SCHOOL,Auburn,Placer,Adm,3,,
FRANCIS W PARKER SCHOOL52843,FRANCIS W PARKER SCHOOL,San Diego,San Diego,App,79,36,42
FRANCIS W PARKER SCHOOL52843,FRANCIS W PARKER SCHOOL,San Diego,San Diego,Adm,54,27,27
FRANCIS W PARKER SCHOOL52843,FRANCIS W PARKER SCHOOL,San Diego,San Diego,Enr,15,6,9
FREMONT CHRISTIAN HIGH SCHOOL50978,FREMONT CHRISTIAN HIGH SCHOOL,Fremont,Alameda,App,27,12,14
FREMONT CHRISTIAN HIGH SCHOOL50978,FREMONT CHRISTIAN HIGH SCHOOL,Fremont,Alameda,Adm,23,9,13
FREMONT CHRISTIAN HIGH SCHOOL50978,FREMONT CHRISTIAN HIGH SCHOOL,Fremont,Alameda,Enr,13,5,8
FRESNO CHRISTIAN HIGH SCHOOL50994,FRESNO CHRISTIAN HIGH SCHOOL,Fresno,Fresno,App,8,,
FRESNO CHRISTIAN HIGH SCHOOL50994,FRESNO CHRISTIAN HIGH SCHOOL,Fresno,Fresno,Adm,8,4,4
FRESNO CHRISTIAN HIGH SCHOOL50994,FRESNO CHRISTIAN HIGH SCHOOL,Fresno,Fresno,Enr,3,,
FUTURES ACADEMY-CUPERTINO54803,FUTURES ACADEMY-CUPERTINO,Cupertino,Santa Clara,Adm,3,,
FUTURES ACADEMY-HUNTINGTON BCH54744,FUTURES ACADEMY-HUNTINGTON BCH,Huntington Beach,Orange,Adm,4,3,
FUTURES ACADEMY-NEWPORT BEACH52281,FUTURES ACADEMY-NEWPORT BEACH,Irvine,Orange,Adm,3,,
GARCES MEMORIAL HIGH SCHOOL50215,GARCES MEMORIAL HIGH SCHOOL,Bakersfield,Kern,App,30,20,10
GARCES MEMORIAL HIGH SCHOOL50215,GARCES MEMORIAL HIGH SCHOOL,Bakersfield,Kern,Adm,21,18,3
GARCES MEMORIAL HIGH SCHOOL50215,GARCES MEMORIAL HIGH SCHOOL,Bakersfield,Kern,Enr,10,8,
GEORGIANA BRUCE KIRBY PREP SCH53290,GEORGIANA BRUCE KIRBY PREP SCH,Santa Cruz,Santa Cruz,App,17,7,10
GEORGIANA BRUCE KIRBY PREP SCH53290,GEORGIANA BRUCE KIRBY PREP SCH,Santa Cruz,Santa Cruz,Adm,15,5,10
GEORGIANA BRUCE KIRBY PREP SCH53290,GEORGIANA BRUCE KIRBY PREP SCH,Santa Cruz,Santa Cruz,Enr,4,3,
GERMAN INTL SCH SILICON VLLY51711,GERMAN INTL SCH SILICON VLLY,Mountain View,Santa Clara,App,5,,
GERMAN INTL SCH SILICON VLLY51711,GERMAN INTL SCH SILICON VLLY,Mountain View,Santa Clara,Adm,5,,4
GLENDALE ACADEMY51055,GLENDALE ACADEMY,Glendale,Los Angeles,App,9,7,
GLENDALE ACADEMY51055,GLENDALE ACADEMY,Glendale,Los Angeles,Adm,8,6,
GLENDALE ACADEMY51055,GLENDALE ACADEMY,Glendale,Los Angeles,Enr,7,5,
GRACE BRETHREN HIGH SCHOOL53383,GRACE BRETHREN HIGH SCHOOL,Simi Valley,Ventura,App,25,11,14
GRACE BRETHREN HIGH SCHOOL53383,GRACE BRETHREN HIGH SCHOOL,Simi Valley,Ventura,Adm,14,6,8
GRACE BRETHREN HIGH SCHOOL53383,GRACE BRETHREN HIGH SCHOOL,Simi Valley,Ventura,Enr,4,,
GRAUER SCHOOL50862,GRAUER SCHOOL,Encinitas,San Diego,App,15,8,7
GRAUER SCHOOL50862,GRAUER SCHOOL,Encinitas,San Diego,Adm,11,7,4
GRAUER SCHOOL50862,GRAUER SCHOOL,Encinitas,San Diego,Enr,5,3,
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,App,190,94,95
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,Adm,152,72,79
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,Enr,27,10,17
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,App,169,79,90
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,Adm,77,42,35
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,Enr,12,5,7
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,App,71,37,34
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,Adm,43,24,19
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,Enr,11,7,4
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,App,27,9,18
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,Adm,21,6,15
HERITAGE CHRISTIAN SCHOOL53358,HERITAGE CHRISTIAN SCHOOL,North Hills,Los Angeles,Enr,13,3,10
HIGH BLUFF ACADEMY53036,HIGH BLUFF ACADEMY,Rancho Santa Fe,San Diego,Adm,3,,
HIGHLAND HALL WALDORF SCHOOL52153,HIGHLAND HALL WALDORF SCHOOL,Northridge,Los Angeles,App,5,,
HIGHLAND HALL WALDORF SCHOOL52153,HIGHLAND HALL WALDORF SCHOOL,Northridge,Los Angeles,Adm,5,3,
HIGHLAND HALL WALDORF SCHOOL52153,HIGHLAND HALL WALDORF SCHOOL,Northridge,Los Angeles,Enr,3,,
HOLY FAMILY HIGH SCHOOL51065,HOLY FAMILY HIGH SCHOOL,Glendale,Los Angeles,App,14,14,
HOLY FAMILY HIGH SCHOOL51065,HOLY FAMILY HIGH SCHOOL,Glendale,Los Angeles,Adm,9,9,
HOLY FAMILY HIGH SCHOOL51065,HOLY FAMILY HIGH SCHOOL,Glendale,Los Angeles,Enr,5,5,
HOLY MARTYRS ARMENIAN HS50869,HOLY MARTYRS ARMENIAN HS,Encino,Los Angeles,App,21,11,10
HOLY MARTYRS ARMENIAN HS50869,HOLY MARTYRS ARMENIAN HS,Encino,Los Angeles,Adm,18,11,7
HOLY MARTYRS ARMENIAN HS50869,HOLY MARTYRS ARMENIAN HS,Encino,Los Angeles,Enr,5,3,
HOLY NAMES HIGH SCHOOL52200,HOLY NAMES HIGH SCHOOL,Oakland,Alameda,App,19,18,
HOLY NAMES HIGH SCHOOL52200,HOLY NAMES HIGH SCHOOL,Oakland,Alameda,Adm,15,14,
HOLY NAMES HIGH SCHOOL52200,HOLY NAMES HIGH SCHOOL,Oakland,Alameda,Enr,6,6,
IDYLLWILD ARTS ACADEMY51236,IDYLLWILD ARTS ACADEMY,Idyllwild,Riverside,App,16,12,
IDYLLWILD ARTS ACADEMY51236,IDYLLWILD ARTS ACADEMY,Idyllwild,Riverside,Adm,9,8,
IDYLLWILD ARTS ACADEMY51236,IDYLLWILD ARTS ACADEMY,Idyllwild,Riverside,Enr,5,5,
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,App,38,38,
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,Adm,21,21,
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,Enr,11,11,
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,App,74,74,
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,Adm,47,47,
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,Enr,22,22,
INTERNATIONAL HIGH SCHOOL FAIS52943,INTERNATIONAL HIGH SCHOOL FAIS,San Francisco,San Francisco,App,63,34,29
INTERNATIONAL HIGH SCHOOL FAIS52943,INTERNATIONAL HIGH SCHOOL FAIS,San Francisco,San Francisco,Adm,50,28,22
INTERNATIONAL HIGH SCHOOL FAIS52943,INTERNATIONAL HIGH SCHOOL FAIS,San Francisco,San Francisco,Enr,15,9,6
INTERNATIONAL SCHOOL OF LOS ANGELES51694,INTERNATIONAL SCHOOL OF LOS ANGELES,Burbank,Los Angeles,App,16,13,
INTERNATIONAL SCHOOL OF LOS ANGELES51694,INTERNATIONAL SCHOOL OF LOS ANGELES,Burbank,Los Angeles,Adm,11,10,
INTERNATIONAL SCHOOL OF LOS ANGELES51694,INTERNATIONAL SCHOOL OF LOS ANGELES,Burbank,Los Angeles,Enr,6,5,
JESUIT HIGH SCHOOL52714,JESUIT HIGH SCHOOL,Carmichael,Sacramento,App,112,,110
JESUIT HIGH SCHOOL52714,JESUIT HIGH SCHOOL,Carmichael,Sacramento,Adm,73,,71
JESUIT HIGH SCHOOL52714,JESUIT HIGH SCHOOL,Carmichael,Sacramento,Enr,33,,33
JEWISH COMMUNITY HS OF THE BAY52984,JEWISH COMMUNITY HS OF THE BAY,San Francisco,San Francisco,App,24,13,11
JEWISH COMMUNITY HS OF THE BAY52984,JEWISH COMMUNITY HS OF THE BAY,San Francisco,San Francisco,Adm,15,8,7
JEWISH COMMUNITY HS OF THE BAY52984,JEWISH COMMUNITY HS OF THE BAY,San Francisco,San Francisco,Enr,6,3,3
JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,App,118,57,61
JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,Adm,74,34,40
JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,Enr,39,18,21
JUNIPERO SERRA HIGH SCHOOL51025,JUNIPERO SERRA HIGH SCHOOL,Gardena,Los Angeles,App,30,22,8
JUNIPERO SERRA HIGH SCHOOL51025,JUNIPERO SERRA HIGH SCHOOL,Gardena,Los Angeles,Adm,16,15,
JUNIPERO SERRA HIGH SCHOOL51025,JUNIPERO SERRA HIGH SCHOOL,Gardena,Los Angeles,Enr,3,3,
JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,App,82,,82
JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,Adm,58,,58
JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,Enr,27,,27
JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,App,58,30,28
JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,Adm,39,19,20
JUSTIN SIENA HIGH SCHOOL52082,JUSTIN SIENA HIGH SCHOOL,Napa,Napa,Enr,10,5,5
KEHILLAH JEWISH HIGH SCHOOL53173,KEHILLAH JEWISH HIGH SCHOOL,Palo Alto,Santa Clara,App,29,16,12
KEHILLAH JEWISH HIGH SCHOOL53173,KEHILLAH JEWISH HIGH SCHOOL,Palo Alto,Santa Clara,Adm,26,14,12
KEHILLAH JEWISH HIGH SCHOOL53173,KEHILLAH JEWISH HIGH SCHOOL,Palo Alto,Santa Clara,Enr,8,6,
LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,App,63,25,38
LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,Adm,39,18,21
LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,Enr,14,7,7
LA REINA HIGH SCHOOL53501,LA REINA HIGH SCHOOL,Thousand Oaks,Ventura,App,22,22,
LA REINA HIGH SCHOOL53501,LA REINA HIGH SCHOOL,Thousand Oaks,Ventura,Adm,13,13,
LA REINA HIGH SCHOOL53501,LA REINA HIGH SCHOOL,Thousand Oaks,Ventura,Enr,5,5,
LA SALLE HIGH SCHOOL52392,LA SALLE HIGH SCHOOL,Pasadena,Los Angeles,App,100,52,48
LA SALLE HIGH SCHOOL52392,LA SALLE HIGH SCHOOL,Pasadena,Los Angeles,Adm,60,25,35
LA SALLE HIGH SCHOOL52392,LA SALLE HIGH SCHOOL,Pasadena,Los Angeles,Enr,23,11,12
LA SIERRA ACADEMY50140,LA SIERRA ACADEMY,Riverside,Riverside,App,13,,9
LA SIERRA ACADEMY50140,LA SIERRA ACADEMY,Riverside,Riverside,Adm,8,3,5
LA SIERRA ACADEMY50140,LA SIERRA ACADEMY,Riverside,Riverside,Enr,6,,4
LAGUNA BLANCA SCHOOL53255,LAGUNA BLANCA SCHOOL,Santa Barbara,Santa Barbara,App,22,15,7
LAGUNA BLANCA SCHOOL53255,LAGUNA BLANCA SCHOOL,Santa Barbara,Santa Barbara,Adm,15,10,5
LAGUNA BLANCA SCHOOL53255,LAGUNA BLANCA SCHOOL,Santa Barbara,Santa Barbara,Enr,5,4,
LAKE TAHOE PREPARATORY SCHOOL52264,LAKE TAHOE PREPARATORY SCHOOL,Olympic Valley,Placer,App,6,,
LAKE TAHOE PREPARATORY SCHOOL52264,LAKE TAHOE PREPARATORY SCHOOL,Olympic Valley,Placer,Adm,4,,
LAUREL SPRINGS SCHOOL52256,LAUREL SPRINGS SCHOOL,Ojai,Ventura,App,37,24,13
LAUREL SPRINGS SCHOOL52256,LAUREL SPRINGS SCHOOL,Ojai,Ventura,Adm,27,17,10
LAUREL SPRINGS SCHOOL52256,LAUREL SPRINGS SCHOOL,Ojai,Ventura,Enr,11,6,5
LE LYCEE FRANCAIS DE LOS ANGELES50321,LE LYCEE FRANCAIS DE LOS ANGELES,Los Angeles,Los Angeles,App,25,13,12
LE LYCEE FRANCAIS DE LOS ANGELES50321,LE LYCEE FRANCAIS DE LOS ANGELES,Los Angeles,Los Angeles,Adm,15,10,5
LE LYCEE FRANCAIS DE LOS ANGELES50321,LE LYCEE FRANCAIS DE LOS ANGELES,Los Angeles,Los Angeles,Enr,4,3,
LICK WILMERDING HIGH SCHOOL52967,LICK WILMERDING HIGH SCHOOL,San Francisco,San Francisco,App,91,49,42
LICK WILMERDING HIGH SCHOOL52967,LICK WILMERDING HIGH SCHOOL,San Francisco,San Francisco,Adm,61,33,28
LICK WILMERDING HIGH SCHOOL52967,LICK WILMERDING HIGH SCHOOL,San Francisco,San Francisco,Enr,20,12,8
LINFIELD CHRISTIAN SCHOOL51570,LINFIELD CHRISTIAN SCHOOL,Temecula,Riverside,App,41,22,19
LINFIELD CHRISTIAN SCHOOL51570,LINFIELD CHRISTIAN SCHOOL,Temecula,Riverside,Adm,30,18,12
LINFIELD CHRISTIAN SCHOOL51570,LINFIELD CHRISTIAN SCHOOL,Temecula,Riverside,Enr,11,7,4
LOMA LINDA ACADEMY51445,LOMA LINDA ACADEMY,Loma Linda,San Bernardino,App,22,9,12
LOMA LINDA ACADEMY51445,LOMA LINDA ACADEMY,Loma Linda,San Bernardino,Adm,15,7,7
LOMA LINDA ACADEMY51445,LOMA LINDA ACADEMY,Loma Linda,San Bernardino,Enr,8,3,5
LOUISVILLE HIGH SCHOOL53802,LOUISVILLE HIGH SCHOOL,Woodland Hills,Los Angeles,App,47,47,
LOUISVILLE HIGH SCHOOL53802,LOUISVILLE HIGH SCHOOL,Woodland Hills,Los Angeles,Adm,26,26,
LOUISVILLE HIGH SCHOOL53802,LOUISVILLE HIGH SCHOOL,Woodland Hills,Los Angeles,Enr,18,18,
LOYOLA HIGH SCHOOL51685,LOYOLA HIGH SCHOOL,Los Angeles,Los Angeles,App,176,,176
LOYOLA HIGH SCHOOL51685,LOYOLA HIGH SCHOOL,Los Angeles,Los Angeles,Adm,117,,117
LOYOLA HIGH SCHOOL51685,LOYOLA HIGH SCHOOL,Los Angeles,Los Angeles,Enr,36,,36
LUTHERAN HIGH SCHL ORANGE CNTY52269,LUTHERAN HIGH SCHL ORANGE CNTY,Orange,Orange,App,115,61,53
LUTHERAN HIGH SCHL ORANGE CNTY52269,LUTHERAN HIGH SCHL ORANGE CNTY,Orange,Orange,Adm,71,40,31
LUTHERAN HIGH SCHL ORANGE CNTY52269,LUTHERAN HIGH SCHL ORANGE CNTY,Orange,Orange,Enr,34,19,15
LUTHERAN HIGH SCHOOL51373,LUTHERAN HIGH SCHOOL,La Verne,Los Angeles,App,8,7,
LUTHERAN HIGH SCHOOL51373,LUTHERAN HIGH SCHOOL,La Verne,Los Angeles,Adm,8,7,
LUTHERAN HIGH SCHOOL51373,LUTHERAN HIGH SCHOOL,La Verne,Los Angeles,Enr,4,3,
LYCEE FRANCAIS DE SAN FRAN52971,LYCEE FRANCAIS DE SAN FRAN,San Francisco,San Francisco,App,19,11,8
LYCEE FRANCAIS DE SAN FRAN52971,LYCEE FRANCAIS DE SAN FRAN,San Francisco,San Francisco,Adm,18,11,7
LYCEE FRANCAIS DE SAN FRAN52971,LYCEE FRANCAIS DE SAN FRAN,San Francisco,San Francisco,Enr,10,6,4
MARANATHA CHRISTIAN SCHOOLS54056,MARANATHA CHRISTIAN SCHOOLS,San Diego,San Diego,App,23,12,11
MARANATHA CHRISTIAN SCHOOLS54056,MARANATHA CHRISTIAN SCHOOLS,San Diego,San Diego,Adm,13,7,6
MARANATHA CHRISTIAN SCHOOLS54056,MARANATHA CHRISTIAN SCHOOLS,San Diego,San Diego,Enr,5,,3
MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,App,62,38,24
MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,Adm,40,23,17
MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,Enr,19,10,9
MARIN ACADEMY53212,MARIN ACADEMY,San Rafael,Marin,App,57,32,25
MARIN ACADEMY53212,MARIN ACADEMY,San Rafael,Marin,Adm,35,20,15
MARIN ACADEMY53212,MARIN ACADEMY,San Rafael,Marin,Enr,7,4,3
MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,App,66,38,28
MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Adm,36,22,14
MARIN CATHOLIC HIGH SCHOOL53215,MARIN CATHOLIC HIGH SCHOOL,Kentfield,Marin,Enr,13,9,4
MARIN SCHOOL THE52498,MARIN SCHOOL THE,San Rafael,Marin,App,6,,5
MARIN SCHOOL THE52498,MARIN SCHOOL THE,San Rafael,Marin,Adm,5,,5
MARIN SCHOOL THE52498,MARIN SCHOOL THE,San Rafael,Marin,Enr,3,,3
MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,App,49,49,
MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,Adm,32,32,
MARLBOROUGH SCHOOL51710,MARLBOROUGH SCHOOL,Los Angeles,Los Angeles,Enr,6,6,
MARY STAR OF THE SEA HIGH SCH53200,MARY STAR OF THE SEA HIGH SCH,San Pedro,Los Angeles,App,43,16,27
MARY STAR OF THE SEA HIGH SCH53200,MARY STAR OF THE SEA HIGH SCH,San Pedro,Los Angeles,Adm,28,10,18
MARY STAR OF THE SEA HIGH SCH53200,MARY STAR OF THE SEA HIGH SCH,San Pedro,Los Angeles,Enr,12,5,7
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,App,58,58,
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Adm,34,34,
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Enr,13,13,
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,App,71,39,32
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,Adm,47,27,20
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,Enr,18,12,6
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,App,231,126,103
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Adm,136,74,62
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Enr,60,38,22
MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,App,9,,5
MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,Adm,7,3,4
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,App,45,45,
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,Adm,27,27,
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,Enr,15,15,
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,App,79,48,31
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Adm,55,34,21
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Enr,17,15,
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,App,45,45,
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,Adm,29,29,
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,Enr,9,9,
MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,App,19,18,
MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Adm,12,12,
MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Enr,9,9,
MID PENINSULA HIGH SCHOOL52346,MID PENINSULA HIGH SCHOOL,Menlo Park,San Mateo,App,7,,
MID PENINSULA HIGH SCHOOL52346,MID PENINSULA HIGH SCHOOL,Menlo Park,San Mateo,Adm,5,,3
