Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
DUNCAN POLYTECHNICAL HS50997,DUNCAN POLYTECHNICAL HS,Fresno,Fresno,Enr,4,3,,
DURHAM HIGH SCHOOL50790,DURHAM HIGH SCHOOL,Durham,Butte,App,7,,,
DURHAM HIGH SCHOOL50790,DURHAM HIGH SCHOOL,Durham,Butte,Adm,4,3,,
E3 CIVIC HIGH54723,E3 CIVIC HIGH,San Diego,San Diego,App,28,13,15,
E3 CIVIC HIGH54723,E3 CIVIC HIGH,San Diego,San Diego,Adm,16,7,9,
E3 CIVIC HIGH54723,E3 CIVIC HIGH,San Diego,San Diego,Enr,10,6,4,
EAGLE ROCK HIGH SCHOOL51580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,App,135,79,55,
EAGLE ROCK HIGH SCHOOL51580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,Adm,88,50,37,
EAGLE ROCK HIGH SCHOOL51580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,Enr,39,19,20,
EARLY COLLEGE HIGH SCHOOL50404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,App,30,18,11,
EARLY COLLEGE HIGH SCHOOL50404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,Adm,16,9,6,
EARLY COLLEGE HIGH SCHOOL50404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,Enr,11,6,5,
EAST BAKERSFIELD HIGH SCHOOL50210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,App,60,39,21,
EAST BAKERSFIELD HIGH SCHOOL50210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Adm,36,21,15,
EAST BAKERSFIELD HIGH SCHOOL50210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Enr,14,10,4,
EAST COLLEGE PREP50338,EAST COLLEGE PREP,Los Angeles,Los Angeles,App,47,27,19,
EAST COLLEGE PREP50338,EAST COLLEGE PREP,Los Angeles,Los Angeles,Adm,28,19,9,
EAST COLLEGE PREP50338,EAST COLLEGE PREP,Los Angeles,Los Angeles,Enr,19,13,6,
EAST LA PERFORMING ARTS MAGNET54452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,App,28,21,7,
EAST LA PERFORMING ARTS MAGNET54452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,Adm,9,7,,
EAST LA PERFORMING ARTS MAGNET54452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,Enr,3,3,,
EAST LA RENAISSANCE ACADEMY54450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,App,23,13,10,
EAST LA RENAISSANCE ACADEMY54450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,Adm,6,4,,
EAST LA RENAISSANCE ACADEMY54450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,Enr,4,3,,
EAST NICOLAUS HIGH SCHOOL50795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,App,8,,,
EAST NICOLAUS HIGH SCHOOL50795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,Adm,6,3,,
EAST PALO ALTO ACADEMY52022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,App,19,10,9,
EAST PALO ALTO ACADEMY52022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Adm,8,3,5,
EAST PALO ALTO ACADEMY52022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Enr,6,,4,
EAST PALO ALTO PHOENIX ACAD54257,EAST PALO ALTO PHOENIX ACAD,East Palo Alto,San Mateo,App,17,7,10,
EAST PALO ALTO PHOENIX ACAD54257,EAST PALO ALTO PHOENIX ACAD,East Palo Alto,San Mateo,Adm,12,6,6,
EAST PALO ALTO PHOENIX ACAD54257,EAST PALO ALTO PHOENIX ACAD,East Palo Alto,San Mateo,Enr,11,5,6,
EAST UNION HIGH SCHOOL51899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,App,53,28,25,
EAST UNION HIGH SCHOOL51899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,Adm,31,20,11,
EAST UNION HIGH SCHOOL51899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,Enr,12,6,6,
EAST VALLEY HIGH SCHOOL54082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,App,26,14,12,
EAST VALLEY HIGH SCHOOL54082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,Adm,12,5,7,
EAST VALLEY HIGH SCHOOL54082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,Enr,5,,4,
EAST VILLAGE MIDDLE COLLEGE HS54281,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,App,5,5,,
EASTLAKE HIGH SCHOOL50579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,App,212,122,90,
EASTLAKE HIGH SCHOOL50579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,Adm,124,74,50,
EASTLAKE HIGH SCHOOL50579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,Enr,75,44,31,
EASTSIDE HIGH SCHOOL54060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,App,97,66,31,
EASTSIDE HIGH SCHOOL54060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,Adm,55,36,19,
EASTSIDE HIGH SCHOOL54060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,Enr,30,21,9,
EDGEWOOD HIGH SCHOOL54481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,App,47,30,17,
EDGEWOOD HIGH SCHOOL54481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,Adm,26,15,11,
EDGEWOOD HIGH SCHOOL54481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,Enr,15,6,9,
EDISON HIGH SCHOOL50980,EDISON HIGH SCHOOL,Fresno,Fresno,App,122,67,55,
EDISON HIGH SCHOOL50980,EDISON HIGH SCHOOL,Fresno,Fresno,Adm,81,46,35,
EDISON HIGH SCHOOL50980,EDISON HIGH SCHOOL,Fresno,Fresno,Enr,24,13,11,
EDISON HIGH SCHOOL51218,EDISON HIGH SCHOOL,Huntington Beach,Orange,App,122,58,64,
EDISON HIGH SCHOOL51218,EDISON HIGH SCHOOL,Huntington Beach,Orange,Adm,68,35,33,
EDISON HIGH SCHOOL51218,EDISON HIGH SCHOOL,Huntington Beach,Orange,Enr,31,18,13,
EDISON SENIOR HIGH SCHOOL53420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,App,50,32,18,
EDISON SENIOR HIGH SCHOOL53420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,Adm,32,19,13,
EDISON SENIOR HIGH SCHOOL53420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,Enr,16,9,7,
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,App,53,26,27,
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Adm,24,12,12,
EDWARD R ROYBAL LEARNING CNTR51862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Enr,12,5,7,
EISENHOWER HIGH SCHOOL52622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,App,80,48,32,
EISENHOWER HIGH SCHOOL52622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,Adm,36,21,15,
EISENHOWER HIGH SCHOOL52622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,Enr,24,13,11,
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,App,84,56,28,
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Adm,48,28,20,
EL CAJON VALLEY HIGH SCHOOL50805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Enr,21,9,12,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,App,54,33,21,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Adm,29,20,9,
EL CAMINO FUNDAMENTAL HS52710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Enr,17,14,3,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,App,143,87,56,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Adm,91,53,38,
EL CAMINO HIGH SCHOOL52248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Enr,41,21,20,
EL CAMINO HIGH SCHOOL53648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,App,11,6,,
EL CAMINO HIGH SCHOOL53648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,Adm,7,3,3,
EL CAMINO HIGH SCHOOL53648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,Enr,5,3,,
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,App,89,53,35,
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,Adm,51,29,21,
EL CAMINO HIGH53413,EL CAMINO HIGH,South San Francisco,San Mateo,Enr,26,17,9,
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,App,212,112,100,
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Adm,134,76,58,
EL CAMINO REAL CHARTER HIGH SC53801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Enr,80,44,36,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,App,42,31,11,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Adm,19,15,4,
EL CAPITAN HIGH SCHOOL51346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Enr,12,9,3,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,App,114,65,49,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Adm,74,40,34,
EL CAPITAN HIGH SCHOOL54697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Enr,56,31,25,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,App,112,61,49,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Adm,80,48,31,
EL CERRITO HIGH SCHOOL50815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Enr,46,28,17,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,App,40,20,19,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Adm,28,12,15,
EL DIAMANTE HIGH SCHOOL53699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Enr,15,7,7,
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,App,97,52,45,
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,Adm,63,32,31,
EL DORADO HIGH SCHOOL52478,EL DORADO HIGH SCHOOL,Placentia,Orange,Enr,34,18,16,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,App,31,18,12,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Adm,15,6,8,
EL DORADO HIGH SCHOOL52485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Enr,10,4,6,
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,App,114,69,45,
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,Adm,66,41,25,
EL MODENA HIGH SCHOOL52276,EL MODENA HIGH SCHOOL,Orange,Orange,Enr,35,21,14,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,App,27,10,17,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Adm,13,5,8,
EL MOLINO HIGH SCHOOL50947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Enr,7,3,4,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App,104,66,38,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm,76,44,32,
EL MONTE HIGH SCHOOL50835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Enr,42,25,17,
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App,79,55,24,
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Adm,45,32,13,
EL RANCHO HIGH SCHOOL52655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Enr,25,19,6,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,App,97,48,49,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Adm,54,27,27,
EL SEGUNDO HIGH SCHOOL50845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Enr,26,13,13,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App,86,51,34,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Adm,50,28,21,
EL TORO HIGH SCHOOL51974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Enr,30,15,15,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App,288,164,124,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm,170,102,68,
ELEANOR ROOSEVELT HIGH SCHOOL54078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Enr,107,63,44,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,App,34,19,15,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Adm,17,13,4,
ELIZABETH LEARNING CENTER50697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Enr,10,8,,
ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,App,65,38,26,
ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,Adm,32,23,8,
ELK GROVE HIGH SCHOOL50825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,Enr,17,14,3,
ELSIE ALLEN HIGH SCHOOL53316,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,App,10,6,,
ELSIE ALLEN HIGH SCHOOL53316,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Adm,5,,3,
ELSINORE HIGH SCHOOL50855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,App,53,27,25,
ELSINORE HIGH SCHOOL50855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,Adm,40,20,19,
ELSINORE HIGH SCHOOL50855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,Enr,25,13,11,
EMERY SECONDARY SCHOOL50860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,App,10,,6,
EMERY SECONDARY SCHOOL50860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,Adm,6,,5,
EMERY SECONDARY SCHOOL50860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,Enr,3,,,
ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,App,75,36,39,
ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Adm,57,27,30,
ENCINAL HIGH SCHOOL50015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Enr,36,19,17,
ENCORE HS FOR THE ARTS - RIVER50268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,App,16,15,,
ENCORE HS FOR THE ARTS - RIVER50268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,Adm,10,10,,
ENCORE HS FOR THE ARTS - RIVER50268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,Enr,5,5,,
ENCORE JR/SR HIGH SCHOOL54307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,App,20,16,,
ENCORE JR/SR HIGH SCHOOL54307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,Adm,9,7,,
ENCORE JR/SR HIGH SCHOOL54307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,Enr,5,4,,
ENGINEERING & TECH ACAD AT THS54441,ENGINEERING & TECH ACAD AT THS,Los Angeles,Los Angeles,App,8,,,
ENGINEERING & TECH ACAD AT THS54441,ENGINEERING & TECH ACAD AT THS,Los Angeles,Los Angeles,Adm,6,3,3,
ENTERPRISE HIGH SCHOOL52580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,App,21,10,11,
ENTERPRISE HIGH SCHOOL52580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,Adm,13,9,4,
ENTERPRISE HIGH SCHOOL52580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,Enr,6,3,3,
ENVIRONMENTAL CHARTER HS51472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,App,66,39,27,
ENVIRONMENTAL CHARTER HS51472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,Adm,47,28,19,
ENVIRONMENTAL CHARTER HS51472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,Enr,23,14,9,
ENVISION ACAD ARTS/TECHNOLOGY54285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,App,22,12,10,
ENVISION ACAD ARTS/TECHNOLOGY54285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,Adm,12,5,7,
ENVISION ACAD ARTS/TECHNOLOGY54285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,Enr,8,5,3,
ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,App,66,36,30,
ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,37,22,15,
ERNEST RIGHETTI HIGH SCHOOL53303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,19,13,6,
ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,App,87,50,37,
ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Adm,48,29,19,
ERNEST S MCBRIDE SR HIGH SCHL54725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Enr,19,12,7,
ESCALON HIGH SCHOOL50870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,App,14,10,,
ESCALON HIGH SCHOOL50870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,Adm,11,7,4,
ESCALON HIGH SCHOOL50870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,Enr,3,3,,
ESCONDIDO CHARTER HIGH SCHOOL50871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,App,36,24,12,
ESCONDIDO CHARTER HIGH SCHOOL50871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,Adm,23,15,8,
ESCONDIDO CHARTER HIGH SCHOOL50871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,Enr,11,7,4,
ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,App,114,66,48,
ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Adm,54,29,25,
ESCONDIDO HIGH SCHOOL50880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Enr,25,12,13,
ESPARTO HIGH SCHOOL50885,ESPARTO HIGH SCHOOL,Esparto,Yolo,Adm,3,,,
ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,App,67,35,32,
ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Adm,42,21,21,
ESPERANZA HIGH SCHOOL50093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Enr,26,12,14,
ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,App,40,27,13,
ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,Adm,21,14,7,
ESTANCIA HIGH SCHOOL50684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,Enr,9,6,3,
ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,App,185,99,84,
ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Adm,116,62,54,
ETIWANDA HIGH SCHOOL50888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Enr,76,41,35,
ETNA UNION HIGH SCHOOL50890,ETNA UNION HIGH SCHOOL,Etna,Siskiyou,Adm,4,4,,
ETNA UNION HIGH SCHOOL50890,ETNA UNION HIGH SCHOOL,Etna,Siskiyou,Enr,4,4,,
EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,App,27,19,8,
EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,Adm,16,11,5,
EUREKA SENIOR HIGH SCHOOL50900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,Enr,9,7,,
EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,App,44,14,28,
EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,Adm,29,7,20,
EVEREST PUBLIC HIGH SCHOOL54429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,Enr,15,,11,
EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,App,110,72,37,
EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Adm,64,44,19,
EVERETT ALVAREZ HIGH SCHOOL52778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Enr,34,26,8,
EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,App,373,195,177,
EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Adm,250,133,117,
EVERGREEN VALLEY HIGH SCHOOL53169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Enr,134,65,69,
EXCELSIOR CHARTER SCHOOLS53686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,App,32,21,11,
EXCELSIOR CHARTER SCHOOLS53686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,Adm,15,13,,
EXCELSIOR CHARTER SCHOOLS53686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,Enr,7,6,,
EXETER UNION HIGH SCHOOL50905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,App,19,14,5,
EXETER UNION HIGH SCHOOL50905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,Adm,14,9,5,
EXETER UNION HIGH SCHOOL50905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,Enr,9,5,4,
F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,App,169,116,53,
F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,Adm,105,72,33,
F BRAVO MEDICAL MAGNET HS51719,F BRAVO MEDICAL MAGNET HS,Los Angeles,Los Angeles,Enr,54,34,20,
FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,App,111,70,41,
FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Adm,67,45,22,
FAIRFAX HIGH SCHOOL51590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Enr,33,25,8,
FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,App,26,19,7,
FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Adm,17,11,6,
FAIRFIELD HIGH SCHOOL50911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Enr,5,3,,
FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App,38,19,18,
FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Adm,28,15,12,
FALLBROOK UNION HIGH SCHOOL50925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Enr,14,9,5,
FARMERSVILLE HIGH SCHOOL50924,FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,App,27,14,13,
FARMERSVILLE HIGH SCHOOL50924,FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,Adm,16,9,7,
FELICITAS GONZALO MENDEZ HS54381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,App,81,49,32,
FELICITAS GONZALO MENDEZ HS54381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,Adm,50,30,20,
FELICITAS GONZALO MENDEZ HS54381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,Enr,20,13,7,
FILLMORE HIGH SCHOOL50935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,App,40,21,19,
FILLMORE HIGH SCHOOL50935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,Adm,33,18,15,
FILLMORE HIGH SCHOOL50935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,Enr,14,4,10,
FIREBAUGH HIGH SCHOOL50937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,App,18,11,7,
FIREBAUGH HIGH SCHOOL50937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Adm,12,7,5,
FIREBAUGH HIGH SCHOOL50937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Enr,5,,4,
FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,App,73,43,29,
FLORIN HIGH SCHOOL52722,FLORIN HIGH SCHOOL,Sacramento,Sacramento,Adm,37,21,16,
